# X , Y , E Distribution=true
0
-20.1034,0.0161884,0.00574033
-19.9824,0.0130124,0.00529632
-19.8614,0.0145947,0.00551824
-19.7404,0.0084077,0.00420665
-19.6194,0.0144414,0.00546288
-19.4985,0.00825071,0.00412922
-19.3775,0.00639346,0.00369363
-19.2565,0.00617675,0.00357006
-19.1355,0.0165912,0.00587101
-19.0145,0.0167485,0.00592465
-18.8935,0.0188321,0.00628081
-18.7726,0.0229013,0.00691269
-18.6516,0.00884739,0.00430077
-18.5306,0.00993324,0.00455762
-18.4096,0.0126435,0.00516378
-18.2886,0.0148098,0.00560303
-18.1676,0.0152483,0.0056997
-18.0467,0.0261995,0.00741868
-17.9257,0.0363533,0.00873499
-17.8047,0.0174503,0.00613754
-17.6837,0.0136944,0.00540313
-17.5627,0.03515,0.00866838
-17.4417,0.0188304,0.00628126
-17.3208,0.0344836,0.00862793
-17.1998,0.0414945,0.00947339
-17.0788,0.0234428,0.00708869
-16.9578,0.0169654,0.00607095
-16.8368,0.0260407,0.00752562
-16.7158,0.0350748,0.0087447
-16.5949,0.0315862,0.00817369
-16.4739,0.0301263,0.00807783
-16.3529,0.0300803,0.00804695
-16.2319,0.0271266,0.00771448
-16.1109,0.0250691,0.00736663
-15.9899,0.0263605,0.00761391
-15.869,0.0333976,0.00855184
-15.748,0.0449668,0.00999191
-15.627,0.0276765,0.00785737
-15.506,0.0372075,0.00903677
-15.385,0.0356179,0.00881184
-15.264,0.0357111,0.0088925
-15.1431,0.0296168,0.00802447
-15.0221,0.0477466,0.0102349
-14.9011,0.0380091,0.00922797
-14.7801,0.0286199,0.00794306
-14.6591,0.0592445,0.0114941
-14.5381,0.0667464,0.0122102
-14.4172,0.070916,0.0125489
-14.2962,0.0668496,0.0123722
-14.1752,0.0653304,0.0121213
-14.0542,0.0526897,0.0109813
-13.9332,0.0507483,0.0106398
-13.8122,0.0586622,0.0116587
-13.6913,0.0697444,0.0126479
-13.5703,0.0974472,0.0148985
-13.4493,0.0795315,0.0134052
-13.3283,0.0752216,0.0130959
-13.2073,0.0770037,0.0132452
-13.0863,0.0929717,0.0145183
-12.9654,0.0750679,0.0129998
-12.8444,0.109618,0.0159151
-12.7234,0.0665132,0.0123644
-12.6024,0.0865571,0.0140643
-12.4814,0.0983886,0.0149811
-12.3604,0.129834,0.0171595
-12.2395,0.0831132,0.0137589
-12.1185,0.101545,0.0152209
-11.9975,0.12107,0.0166277
-11.8765,0.146155,0.0183856
-11.7555,0.140065,0.0178319
-11.6345,0.0843072,0.0138649
-11.5136,0.102591,0.0152899
-11.3926,0.110155,0.0159172
-11.2716,0.143891,0.0181443
-11.1506,0.134244,0.0174935
-11.0296,0.158552,0.0191005
-10.9086,0.136013,0.0176815
-10.7877,0.180546,0.0204746
-10.6667,0.159787,0.0191392
-10.5457,0.158069,0.0190766
-10.4247,0.168723,0.0197009
-10.3037,0.141272,0.0180611
-10.1828,0.174335,0.0199925
-10.0618,0.195706,0.0211756
-9.94078,0.197755,0.0213345
-9.8198,0.195586,0.0212511
-9.69882,0.144672,0.0182545
-9.57783,0.199595,0.0214257
-9.45685,0.205317,0.0216901
-9.33587,0.198564,0.0213423
-9.21488,0.201849,0.0215757
-9.0939,0.218567,0.0223929
-8.97292,0.217547,0.0224227
-8.85194,0.260713,0.0246225
-8.73095,0.263226,0.0246572
-8.60997,0.274323,0.0252168
-8.48899,0.253109,0.0242112
-8.368,0.255034,0.024194
-8.24702,0.289274,0.0258247
-8.12604,0.272698,0.0251218
-8.00505,0.273375,0.025193
-7.88407,0.263227,0.0246873
-7.76309,0.300917,0.0263832
-7.6421,0.276752,0.0253346
-7.52112,0.332329,0.0278832
-7.40014,0.32129,0.0273052
-7.27915,0.330626,0.0277217
-7.15817,0.335821,0.0279491
-7.03719,0.291651,0.0260222
-6.9162,0.348042,0.028407
-6.79522,0.374612,0.0294887
-6.67424,0.347981,0.0284764
-6.55326,0.389691,0.0301409
-6.43227,0.406659,0.0307277
-6.31129,0.41574,0.0312009
-6.19031,0.444524,0.03223
-6.06932,0.423362,0.0314369
-5.94834,0.448737,0.0324308
-5.82736,0.45149,0.0325423
-5.70637,0.412635,0.0310665
-5.58539,0.490141,0.0338685
-5.46441,0.516581,0.03473
-5.34342,0.469761,0.0331522
-5.22244,0.512749,0.0346339
-5.10146,0.539395,0.0355381
-4.98047,0.636969,0.0386421
-4.85949,0.553903,0.036026
-4.73851,0.525254,0.0351215
-4.61752,0.620844,0.0381345
-4.49654,0.597486,0.0374865
-4.37556,0.635573,0.0387011
-4.25457,0.630485,0.0384375
-4.13359,0.675191,0.039755
-4.01261,0.722014,0.0410977
-3.89163,0.824176,0.0438621
-3.77064,0.874464,0.0452547
-3.64966,0.937168,0.0469034
-3.52868,1.07147,0.0499429
-3.40769,1.21408,0.0531296
-3.28671,1.68977,0.0626409
-3.16573,1.9693,0.0676032
-3.04474,2.43505,0.0751482
-2.92376,2.89346,0.0819042
-2.80278,3.313,0.0875855
-2.68179,4.01649,0.096405
-2.56081,4.76239,0.104752
-2.43983,6.00326,0.117529
-2.31884,7.04939,0.127095
-2.19786,8.65557,0.140719
-2.07688,10.538,0.155165
-1.95589,13.6725,0.176857
-1.83491,16.8393,0.196462
-1.71393,20.7742,0.218665
-1.59295,24.9997,0.240013
-1.47196,29.8648,0.262889
-1.35098,35.6877,0.287978
-1.23,42.2091,0.313628
-1.10901,49.4454,0.339886
-0.988029,57.9208,0.368716
-0.867046,66.7095,0.396531
-0.746063,77.7442,0.428708
-0.62508,88.7791,0.459182
-0.504097,99.1927,0.486107
-0.383113,109.547,0.512322
-0.26213,116.192,0.528315
-0.141147,120.934,0.539821
-0.0201639,121.105,0.54073
0.100819,117.103,0.532011
0.221802,110.173,0.516035
0.342786,101.073,0.494697
0.463769,89.6632,0.465633
0.584752,78.1941,0.434784
0.705735,67.6705,0.404397
0.826718,56.821,0.370312
0.947701,47.0967,0.337049
1.06868,39.5697,0.308777
1.18967,34.4438,0.288005
1.31065,29.5937,0.267097
1.43163,25.552,0.248273
1.55262,22.1971,0.231436
1.6736,19.1895,0.215278
1.79458,16.4526,0.19936
1.91557,14.085,0.184444
2.03655,11.9433,0.169895
2.15753,10.4886,0.159224
2.27852,9.07946,0.148222
2.3995,7.72811,0.136867
2.52048,6.68026,0.127358
2.64147,6.15111,0.122273
2.76245,5.36228,0.114194
2.88343,5.37851,0.114429
3.00442,5.12261,0.111716
3.1254,5.09262,0.111472
3.24638,4.85776,0.108861
3.36736,4.67284,0.106818
3.48835,4.64325,0.10652
3.60933,4.58152,0.105851
3.73031,4.64128,0.106543
3.8513,4.45678,0.104523
3.97228,4.33415,0.1031
4.09326,4.18756,0.101395
4.21425,3.80438,0.0966551
4.33523,3.75274,0.0960789
4.45621,3.52375,0.0931139
4.5772,3.35252,0.0909002
4.69818,3.16524,0.0882374
4.81916,2.90411,0.0846288
4.94015,2.99406,0.085967
5.06113,2.77173,0.0827341
5.18211,2.4421,0.0776804
5.3031,2.28645,0.0752488
5.42408,2.16076,0.0732415
5.54506,1.90406,0.0687222
5.66605,1.64643,0.0639817
5.78703,1.54335,0.061949
5.90801,1.50357,0.0612285
6.02899,1.40815,0.0593116
6.14998,1.30691,0.0571593
6.27096,1.30695,0.0572091
6.39194,1.19014,0.0546647
6.51293,1.17484,0.054341
6.63391,1.11888,0.0530048
6.75489,1.05656,0.0515992
6.87588,1.13937,0.0535487
6.99686,1.19283,0.0547666
7.11784,1.30471,0.0573134
7.23883,1.18428,0.0546236
7.35981,1.18106,0.0546071
7.48079,1.06818,0.0519394
7.60178,1.04918,0.0515421
7.72276,1.01157,0.0506458
7.84374,0.950499,0.0491273
7.96473,0.910087,0.0480305
8.08571,0.92619,0.0484918
8.20669,0.965807,0.0496269
8.32767,0.902978,0.0480358
8.44866,0.946306,0.0491515
8.56964,1.00626,0.0507269
8.69062,0.903889,0.0480739
8.81161,0.967341,0.049782
8.93259,0.998769,0.0506159
9.05357,1.03404,0.0515511
9.17456,1.02561,0.0512962
9.29554,0.919591,0.0485767
9.41652,0.905135,0.0482862
9.53751,0.801301,0.0454837
9.65849,0.829728,0.046343
9.77947,0.735644,0.0436863
9.90046,0.702362,0.0427706
10.0214,0.676394,0.0419673
10.1424,0.601022,0.0396371
10.2634,0.656262,0.0414105
10.3844,0.604141,0.0397753
10.5054,0.62908,0.0406452
10.6264,0.568475,0.0386527
10.7473,0.542234,0.0377809
10.8683,0.59362,0.0395521
10.9893,0.543263,0.0379219
11.1103,0.502679,0.0364913
11.2313,0.621466,0.0406671
11.3523,0.553042,0.0383607
11.4732,0.554719,0.0384134
11.5942,0.471157,0.0354866
11.7152,0.488246,0.0361765
11.8362,0.459403,0.0351219
